,0
778,BraTS2021_00199
779,BraTS2021_00529
780,BraTS2021_01625
781,BraTS2021_01653
782,BraTS2021_00803
783,BraTS2021_00022
784,BraTS2021_00247
785,BraTS2021_01564
786,BraTS2021_01658
787,BraTS2021_01164
788,BraTS2021_01148
789,BraTS2021_00000
790,BraTS2021_01171
791,BraTS2021_01232
792,BraTS2021_00344
793,BraTS2021_00404
794,BraTS2021_00838
795,BraTS2021_01025
796,BraTS2021_01243
797,BraTS2021_01497
798,BraTS2021_01631
799,BraTS2021_00388
800,BraTS2021_01102
801,BraTS2021_01001
802,BraTS2021_01109
803,BraTS2021_01450
804,BraTS2021_01440
805,BraTS2021_01350
806,BraTS2021_01514
807,BraTS2021_00271
808,BraTS2021_01513
809,BraTS2021_00089
810,BraTS2021_00730
811,BraTS2021_01557
812,BraTS2021_00273
813,BraTS2021_00261
814,BraTS2021_00654
815,BraTS2021_01208
816,BraTS2021_00071
817,BraTS2021_01608
818,BraTS2021_00689
819,BraTS2021_01397
820,BraTS2021_00455
821,BraTS2021_01423
822,BraTS2021_00312
823,BraTS2021_01648
824,BraTS2021_00107
825,BraTS2021_01138
826,BraTS2021_00231
827,BraTS2021_01415
828,BraTS2021_01372
829,BraTS2021_01219
830,BraTS2021_01160
831,BraTS2021_00166
832,BraTS2021_01473
833,BraTS2021_01629
834,BraTS2021_01143
835,BraTS2021_01262
836,BraTS2021_01549
837,BraTS2021_01050
838,BraTS2021_01393
839,BraTS2021_01151
840,BraTS2021_01354
841,BraTS2021_01075
842,BraTS2021_00219
843,BraTS2021_00598
844,BraTS2021_01604
845,BraTS2021_01215
846,BraTS2021_00212
847,BraTS2021_01507
848,BraTS2021_00026
849,BraTS2021_00784
850,BraTS2021_00500
851,BraTS2021_00419
852,BraTS2021_01545
853,BraTS2021_01205
854,BraTS2021_01527
855,BraTS2021_01642
856,BraTS2021_01462
857,BraTS2021_00788
858,BraTS2021_00820
859,BraTS2021_00502
860,BraTS2021_00582
861,BraTS2021_01487
862,BraTS2021_01067
863,BraTS2021_00587
864,BraTS2021_00611
865,BraTS2021_01315
866,BraTS2021_01544
867,BraTS2021_01510
868,BraTS2021_01132
869,BraTS2021_01583
870,BraTS2021_00030
871,BraTS2021_00066
872,BraTS2021_00610
873,BraTS2021_01272
874,BraTS2021_01338
875,BraTS2021_01656
876,BraTS2021_01391
877,BraTS2021_01405
878,BraTS2021_00407
879,BraTS2021_01307
880,BraTS2021_01321
881,BraTS2021_00626
882,BraTS2021_01490
883,BraTS2021_00314
884,BraTS2021_00547
885,BraTS2021_01519
886,BraTS2021_01402
887,BraTS2021_01222
888,BraTS2021_01588
889,BraTS2021_00020
890,BraTS2021_01252
891,BraTS2021_01492
892,BraTS2021_01561
893,BraTS2021_00806
894,BraTS2021_00692
895,BraTS2021_00351
896,BraTS2021_00291
897,BraTS2021_00006
898,BraTS2021_01167
899,BraTS2021_01484
900,BraTS2021_00830
901,BraTS2021_01470
902,BraTS2021_00044
903,BraTS2021_00452
904,BraTS2021_00680
905,BraTS2021_01245
906,BraTS2021_00230
907,BraTS2021_01071
908,BraTS2021_00433
909,BraTS2021_01612
910,BraTS2021_00286
911,BraTS2021_01385
912,BraTS2021_00142
913,BraTS2021_01014
914,BraTS2021_00352
915,BraTS2021_01300
916,BraTS2021_01438
917,BraTS2021_01115
918,BraTS2021_01403
919,BraTS2021_00217
920,BraTS2021_00062
921,BraTS2021_01059
922,BraTS2021_01133
923,BraTS2021_01523
924,BraTS2021_01221
925,BraTS2021_00704
926,BraTS2021_00583
927,BraTS2021_01288
928,BraTS2021_00250
929,BraTS2021_01286
930,BraTS2021_01336
931,BraTS2021_00210
932,BraTS2021_00132
933,BraTS2021_01615
934,BraTS2021_01325
935,BraTS2021_00746
936,BraTS2021_00292
937,BraTS2021_01130
938,BraTS2021_00687
939,BraTS2021_00167
940,BraTS2021_00526
941,BraTS2021_00736
942,BraTS2021_00128
943,BraTS2021_00031
944,BraTS2021_01239
945,BraTS2021_01302
946,BraTS2021_00636
947,BraTS2021_01515
948,BraTS2021_00782
949,BraTS2021_01660
950,BraTS2021_00513
951,BraTS2021_01535
952,BraTS2021_00472
953,BraTS2021_00233
954,BraTS2021_00296
955,BraTS2021_01280
956,BraTS2021_00837
957,BraTS2021_00601
958,BraTS2021_00440
959,BraTS2021_01370
960,BraTS2021_00542
961,BraTS2021_00126
962,BraTS2021_00488
963,BraTS2021_01624
964,BraTS2021_01387
965,BraTS2021_01452
966,BraTS2021_01275
967,BraTS2021_01060
968,BraTS2021_00113
969,BraTS2021_00608
970,BraTS2021_01267
971,BraTS2021_01190
972,BraTS2021_01180
973,BraTS2021_01528
974,BraTS2021_01223
975,BraTS2021_00148
976,BraTS2021_01260
977,BraTS2021_01458
978,BraTS2021_01651
979,BraTS2021_00340
980,BraTS2021_00823
981,BraTS2021_00238
982,BraTS2021_01094
983,BraTS2021_00416
984,BraTS2021_01326
985,BraTS2021_00659
986,BraTS2021_00138
987,BraTS2021_00810
988,BraTS2021_01062
989,BraTS2021_00679
990,BraTS2021_00716
991,BraTS2021_00661
992,BraTS2021_00834
993,BraTS2021_00364
994,BraTS2021_00999
995,BraTS2021_01065
996,BraTS2021_01555
997,BraTS2021_00457
998,BraTS2021_01508
999,BraTS2021_00228
1000,BraTS2021_00445
1001,BraTS2021_00263
1002,BraTS2021_01159
1003,BraTS2021_00735
1004,BraTS2021_00072
1005,BraTS2021_01406
1006,BraTS2021_00517
1007,BraTS2021_00389
1008,BraTS2021_01011
1009,BraTS2021_00685
1010,BraTS2021_00002
1011,BraTS2021_00593
1012,BraTS2021_01100
1013,BraTS2021_00124
1014,BraTS2021_00498
1015,BraTS2021_00612
1016,BraTS2021_01444
1017,BraTS2021_01253
1018,BraTS2021_01574
1019,BraTS2021_01240
1020,BraTS2021_00586
1021,BraTS2021_00714
1022,BraTS2021_01123
1023,BraTS2021_00506
1024,BraTS2021_00792
1025,BraTS2021_00768
1026,BraTS2021_01200
1027,BraTS2021_01456
1028,BraTS2021_01455
1029,BraTS2021_01503
1030,BraTS2021_01108
1031,BraTS2021_00656
1032,BraTS2021_01368
1033,BraTS2021_01319
1034,BraTS2021_01039
1035,BraTS2021_01216
1036,BraTS2021_01644
1037,BraTS2021_00298
1038,BraTS2021_00332
1039,BraTS2021_01616
1040,BraTS2021_00483
1041,BraTS2021_00525
1042,BraTS2021_00516
1043,BraTS2021_01257
1044,BraTS2021_01175
1045,BraTS2021_01609
1046,BraTS2021_00118
1047,BraTS2021_01622
1048,BraTS2021_01158
1049,BraTS2021_00324
1050,BraTS2021_00130
1051,BraTS2021_01271
1052,BraTS2021_01358
1053,BraTS2021_01111
1054,BraTS2021_01560
1055,BraTS2021_01183
1056,BraTS2021_00578
1057,BraTS2021_01073
1058,BraTS2021_01256
1059,BraTS2021_00214
1060,BraTS2021_00267
1061,BraTS2021_00814
1062,BraTS2021_01299
1063,BraTS2021_00718
1064,BraTS2021_00386
1065,BraTS2021_00185
1066,BraTS2021_00518
1067,BraTS2021_01135
1068,BraTS2021_00171
1069,BraTS2021_01191
1070,BraTS2021_00334
1071,BraTS2021_01540
1072,BraTS2021_00203
1073,BraTS2021_01592
1074,BraTS2021_01226
1075,BraTS2021_01383
1076,BraTS2021_01395
1077,BraTS2021_00570
1078,BraTS2021_00619
1079,BraTS2021_01585
1080,BraTS2021_01194
1081,BraTS2021_00740
1082,BraTS2021_00623
1083,BraTS2021_01145
1084,BraTS2021_00816
1085,BraTS2021_00449
1086,BraTS2021_01096
1087,BraTS2021_01441
1088,BraTS2021_01088
1089,BraTS2021_01664
1090,BraTS2021_00797
1091,BraTS2021_01486
1092,BraTS2021_00097
1093,BraTS2021_01424
1094,BraTS2021_01603
1095,BraTS2021_01380
1096,BraTS2021_01413
1097,BraTS2021_00014
1098,BraTS2021_01217
1099,BraTS2021_01046
1100,BraTS2021_00655
1101,BraTS2021_01041
1102,BraTS2021_00412
1103,BraTS2021_00589
1104,BraTS2021_01375
1105,BraTS2021_01018
1106,BraTS2021_00100
1107,BraTS2021_01475
1108,BraTS2021_01439
1109,BraTS2021_00401
1110,BraTS2021_01537
1111,BraTS2021_01578
1112,BraTS2021_01598
1113,BraTS2021_01600
1114,BraTS2021_01359
1115,BraTS2021_01086
1116,BraTS2021_00628
1117,BraTS2021_01542
1118,BraTS2021_01417
1119,BraTS2021_00329
1120,BraTS2021_00346
1121,BraTS2021_00220
1122,BraTS2021_01597
1123,BraTS2021_00103
1124,BraTS2021_01134
1125,BraTS2021_00607
1126,BraTS2021_00698
1127,BraTS2021_00651
1128,BraTS2021_00550
1129,BraTS2021_00309
1130,BraTS2021_01593
1131,BraTS2021_00576
1132,BraTS2021_01529
1133,BraTS2021_00239
1134,BraTS2021_01048
1135,BraTS2021_00236
1136,BraTS2021_00602
1137,BraTS2021_01099
1138,BraTS2021_01652
1139,BraTS2021_01614
1140,BraTS2021_00054
1141,BraTS2021_00588
1142,BraTS2021_01453
1143,BraTS2021_01186
1144,BraTS2021_00347
1145,BraTS2021_00727
1146,BraTS2021_00495
1147,BraTS2021_00305
1148,BraTS2021_01083
1149,BraTS2021_01166
1150,BraTS2021_00675
1151,BraTS2021_01211
1152,BraTS2021_01122
1153,BraTS2021_01409
